ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
142,1,21-02-16 16:33,21-02-16 16:33,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>

<span class=""__bold"">Rekening Bank</span>
BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

<span class=""__bold"">Follow us on</span>
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 16:33,21-02-16 16:33,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
143,1,21-02-16 16:36,21-02-16 16:36,"<h3>Persyaratan Pemohon:</h3>
<ul>
	<li>Mengisi 3 lembar formulir yaitu: Permohonan Bantuan Pembiayaan, Surat Pernyataan, dan Data Pribadi Calon Tertanggung yang dapat di download pada Menu Formulir atau dapat diambil di Sekretariat Peduli Kasih Indosiar;</li>
	<li>Melampirkan surat keterangan dokter yang telah ditandatangani dokter yang bersangkutan pada pemeriksaan awal, baik di puskesmas, klinik maupun rumah sakit, yang isinya menjelaskan: Jenis penyakit yang diderita, Tindakan medis yang perlu dilakukan, Perkiraan biaya;</li>
	<li>Melampirkan Surat Keterangan Tidak Mampu (SKTM) dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan Surat Keterangan Tidak Memiliki BPJS/ JAMKESMAS/ JAMKESDA dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan fotokopi KTP &amp; Kartu Keluarga;</li>
	<li>Melampirkan fotokopi Surat Keterangan Lahir/Akte Lahir untuk anak-anak yang belum tercatat di dalam Kartu Keluarga;</li>
	<li>Melampirkan foto ukuran 3R (berwarna) kondisi keadaan terakhir pasien.</li>
</ul>
Jenis penyakit yang diderita pasien harus dapat disembuhkan berdasarkan rekomendasi dokter dengan ketentuan sebagai berikut:

Peduli Kasih mendapatkan jaminan dari Dokter, bahwa jenis penyakit yang diderita calon pasien dapat disembuhkan;
Pasien yang mendapat jaminan dari Peduli Kasih, benar-benar menderita penyakit yang dapat dipertanggungjawabkan baik kepada donatur dan keluarga pasien itu sendiri.
Pembatasan jenis penyakit yang ditanggung Peduli Kasih sbb:
Bukan penyakit yang membutuhkan penanganan berkelanjutan, seperti Anemia, Thalasemia, Tumor, Kanker, Hydrocephalus, dll;
Bukan penyakit yang disebabkan gaya hidup seseorang, seperti paru-paru (perokok), hati dan ginjal;
Program Alat Bantu Dengar, ortotik prostetik, kaki/tangan palsu dan alat penyangga lainnya, Tahun 2015 sementara dihentikan.",Persyaratan,,inherit,closed,closed,,124-revision-v1,,,21-02-16 16:36,21-02-16 16:36,,124,http://localhost/pedulikasih/124-revision-v1/,0,revision,,0
144,1,21-02-16 16:38,21-02-16 16:38,"<h3>Persyaratan Pemohon:</h3>
<ul>
	<li>Mengisi 3 lembar formulir yaitu: Permohonan Bantuan Pembiayaan, Surat Pernyataan, dan Data Pribadi Calon Tertanggung yang dapat di download pada Menu Formulir atau dapat diambil di Sekretariat Peduli Kasih Indosiar;</li>
	<li>Melampirkan surat keterangan dokter yang telah ditandatangani dokter yang bersangkutan pada pemeriksaan awal, baik di puskesmas, klinik maupun rumah sakit, yang isinya menjelaskan: Jenis penyakit yang diderita, Tindakan medis yang perlu dilakukan, Perkiraan biaya;</li>
	<li>Melampirkan Surat Keterangan Tidak Mampu (SKTM) dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan Surat Keterangan Tidak Memiliki BPJS/ JAMKESMAS/ JAMKESDA dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan fotokopi KTP &amp; Kartu Keluarga;</li>
	<li>Melampirkan fotokopi Surat Keterangan Lahir/Akte Lahir untuk anak-anak yang belum tercatat di dalam Kartu Keluarga;</li>
	<li>Melampirkan foto ukuran 3R (berwarna) kondisi keadaan terakhir pasien.</li>
</ul>
Jenis penyakit yang diderita pasien harus dapat disembuhkan berdasarkan rekomendasi dokter dengan ketentuan sebagai berikut:
<ul>
	<li>Peduli Kasih mendapatkan jaminan dari Dokter, bahwa jenis penyakit yang diderita calon pasien dapat disembuhkan;</li>
	<li>Pasien yang mendapat jaminan dari Peduli Kasih, benar-benar menderita penyakit yang dapat dipertanggungjawabkan baik kepada donatur dan keluarga pasien itu sendiri.</li>
	<li>Pembatasan jenis penyakit yang ditanggung Peduli Kasih sbb:</li>
	<li>Bukan penyakit yang membutuhkan penanganan berkelanjutan, seperti Anemia, Thalasemia, Tumor, Kanker, Hydrocephalus, dll;
Bukan penyakit yang disebabkan gaya hidup seseorang, seperti paru-paru (perokok), hati dan ginjal;
Program Alat Bantu Dengar, ortotik prostetik, kaki/tangan palsu dan alat penyangga lainnya, Tahun 2015 sementara dihentikan.</li>
</ul>",Persyaratan,,inherit,closed,closed,,124-autosave-v1,,,21-02-16 16:38,21-02-16 16:38,,124,http://localhost/pedulikasih/124-autosave-v1/,0,revision,,0
145,1,21-02-16 16:38,21-02-16 16:38,"<h3>Persyaratan Pemohon:</h3>
<ul>
	<li>Mengisi 3 lembar formulir yaitu: Permohonan Bantuan Pembiayaan, Surat Pernyataan, dan Data Pribadi Calon Tertanggung yang dapat di download pada Menu Formulir atau dapat diambil di Sekretariat Peduli Kasih Indosiar;</li>
	<li>Melampirkan surat keterangan dokter yang telah ditandatangani dokter yang bersangkutan pada pemeriksaan awal, baik di puskesmas, klinik maupun rumah sakit, yang isinya menjelaskan: Jenis penyakit yang diderita, Tindakan medis yang perlu dilakukan, Perkiraan biaya;</li>
	<li>Melampirkan Surat Keterangan Tidak Mampu (SKTM) dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan Surat Keterangan Tidak Memiliki BPJS/ JAMKESMAS/ JAMKESDA dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan fotokopi KTP &amp; Kartu Keluarga;</li>
	<li>Melampirkan fotokopi Surat Keterangan Lahir/Akte Lahir untuk anak-anak yang belum tercatat di dalam Kartu Keluarga;</li>
	<li>Melampirkan foto ukuran 3R (berwarna) kondisi keadaan terakhir pasien.</li>
</ul>
Jenis penyakit yang diderita pasien harus dapat disembuhkan berdasarkan rekomendasi dokter dengan ketentuan sebagai berikut:
<ul>
	<li>Peduli Kasih mendapatkan jaminan dari Dokter, bahwa jenis penyakit yang diderita calon pasien dapat disembuhkan;</li>
	<li>Pasien yang mendapat jaminan dari Peduli Kasih, benar-benar menderita penyakit yang dapat dipertanggungjawabkan baik kepada donatur dan keluarga pasien itu sendiri.</li>
	<li>Pembatasan jenis penyakit yang ditanggung Peduli Kasih sbb:</li>
	<ul>
		<li>Bukan penyakit yang membutuhkan penanganan berkelanjutan, seperti Anemia, Thalasemia, Tumor, Kanker, Hydrocephalus, dll;
		<li>Bukan penyakit yang disebabkan gaya hidup seseorang, seperti paru-paru (perokok), hati dan ginjal</li>
		<li>Program Alat Bantu Dengar, ortotik prostetik, kaki/tangan palsu dan alat penyangga lainnya, Tahun 2015 sementara dihentikan.</li>
	</ul>
</ul>",Persyaratan,,inherit,closed,closed,,124-revision-v1,,,21-02-16 16:38,21-02-16 16:38,,124,http://localhost/pedulikasih/124-revision-v1/,0,revision,,0
146,1,21-02-16 16:42,21-02-16 16:42,"<h3>Persyaratan Pemohon:</h3>
<ol>
	<li>Mengisi 3 lembar formulir yaitu: Permohonan Bantuan Pembiayaan, Surat Pernyataan, dan Data Pribadi Calon Tertanggung yang dapat di download pada Menu Formulir atau dapat diambil di Sekretariat Peduli Kasih Indosiar;</li>
	<li>Melampirkan surat keterangan dokter yang telah ditandatangani dokter yang bersangkutan pada pemeriksaan awal, baik di puskesmas, klinik maupun rumah sakit, yang isinya menjelaskan: Jenis penyakit yang diderita, Tindakan medis yang perlu dilakukan, Perkiraan biaya;</li>
	<li>Melampirkan Surat Keterangan Tidak Mampu (SKTM) dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan Surat Keterangan Tidak Memiliki BPJS/ JAMKESMAS/ JAMKESDA dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan fotokopi KTP &amp; Kartu Keluarga;</li>
	<li>Melampirkan fotokopi Surat Keterangan Lahir/Akte Lahir untuk anak-anak yang belum tercatat di dalam Kartu Keluarga;</li>
	<li>Melampirkan foto ukuran 3R (berwarna) kondisi keadaan terakhir pasien.</li>
</ol>
Jenis penyakit yang diderita pasien harus dapat disembuhkan berdasarkan rekomendasi dokter dengan ketentuan sebagai berikut:
<ol>
	<li>Peduli Kasih mendapatkan jaminan dari Dokter, bahwa jenis penyakit yang diderita calon pasien dapat disembuhkan;</li>
	<li>Pasien yang mendapat jaminan dari Peduli Kasih, benar-benar menderita penyakit yang dapat dipertanggungjawabkan baik kepada donatur dan keluarga pasien itu sendiri.</li>
	<li>Pembatasan jenis penyakit yang ditanggung Peduli Kasih sbb:</li>
	<ul>
		<li>Bukan penyakit yang membutuhkan penanganan berkelanjutan, seperti Anemia, Thalasemia, Tumor, Kanker, Hydrocephalus, dll;
		<li>Bukan penyakit yang disebabkan gaya hidup seseorang, seperti paru-paru (perokok), hati dan ginjal</li>
		<li>Program Alat Bantu Dengar, ortotik prostetik, kaki/tangan palsu dan alat penyangga lainnya, Tahun 2015 sementara dihentikan.</li>
	</ul>
</ol>",Persyaratan,,inherit,closed,closed,,124-revision-v1,,,21-02-16 16:42,21-02-16 16:42,,124,http://localhost/pedulikasih/124-revision-v1/,0,revision,,0
147,1,27-02-16 5:20,0000-00-00 00:00:00,,Auto Draft,,auto-draft,open,open,,,,,27-02-16 5:20,0000-00-00 00:00:00,,0,http://localhost/pedulikasih/?p=147,0,post,,0
148,1,27-02-16 5:21,27-02-16 5:21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. Cras ut risus aliquam, cursus purus ut, maximus odio. Donec sollicitudin lacus in suscipit vehicula. ","Lorem ipsum dolor sit amet, consectetur adipiscing elit.",,publish,open,open,,lorem-ipsum-dolor-sit-amet-consectetur-adipiscing-elit,,,27-02-16 5:21,27-02-16 5:21,,0,http://localhost/pedulikasih/?p=148,0,post,,0
149,1,27-02-16 5:21,27-02-16 5:21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. Cras ut risus aliquam, cursus purus ut, maximus odio. Donec sollicitudin lacus in suscipit vehicula. ","Lorem ipsum dolor sit amet, consectetur adipiscing elit.",,inherit,closed,closed,,148-revision-v1,,,27-02-16 5:21,27-02-16 5:21,,148,http://localhost/pedulikasih/148-revision-v1/,0,revision,,0
150,1,27-02-16 5:21,27-02-16 5:21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. Cras ut risus aliquam, cursus purus ut, maximus odio. Donec sollicitudin lacus in suscipit vehicula. ","Lorem ipsum dolor sit amet,",,publish,open,open,,lorem-ipsum-dolor-sit-amet,,,27-02-16 5:21,27-02-16 5:21,,0,http://localhost/pedulikasih/?p=150,0,post,,0
151,1,27-02-16 5:21,27-02-16 5:21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. Cras ut risus aliquam, cursus purus ut, maximus odio. Donec sollicitudin lacus in suscipit vehicula. ","Lorem ipsum dolor sit amet,",,inherit,closed,closed,,150-revision-v1,,,27-02-16 5:21,27-02-16 5:21,,150,http://localhost/pedulikasih/150-revision-v1/,0,revision,,0
152,1,27-02-16 5:22,27-02-16 5:22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. Cras ut risus aliquam, cursus purus ut, maximus odio. Donec sollicitudin lacus in suscipit vehicula. ",consectetur adipiscing elit.,,publish,open,open,,consectetur-adipiscing-elit,,,27-02-16 5:22,27-02-16 5:22,,0,http://localhost/pedulikasih/?p=152,0,post,,0
153,1,27-02-16 5:22,27-02-16 5:22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. Cras ut risus aliquam, cursus purus ut, maximus odio. Donec sollicitudin lacus in suscipit vehicula. ",consectetur adipiscing elit.,,inherit,closed,closed,,152-revision-v1,,,27-02-16 5:22,27-02-16 5:22,,152,http://localhost/pedulikasih/152-revision-v1/,0,revision,,0
154,1,27-02-16 5:24,27-02-16 5:24,"lor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique.
lor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. …","ipsum dolor sit amet,",,publish,open,open,,154-2,,,27-02-16 5:24,27-02-16 5:24,,0,http://localhost/pedulikasih/?p=154,0,post,,0
155,1,27-02-16 5:24,27-02-16 5:24,"lor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique.
lor sit amet, consectetur adipiscing elit. Sed euismod viverra dui vel aliquet. Phasellus mauris elit, egestas id tempor ut, iaculis eget magna. Nunc pretium aliquam ante sed tristique. …","ipsum dolor sit amet,",,inherit,closed,closed,,154-revision-v1,,,27-02-16 5:24,27-02-16 5:24,,154,http://localhost/pedulikasih/154-revision-v1/,0,revision,,0
156,1,28-02-16 5:24,28-02-16 5:24,Awal terbentuknya kegiatan Kita Peduli,kegiatan-kita-peduli-2001,,publish,open,open,,kegiatan-kita-peduli-2001,,,27-02-16 5:24,27-02-16 5:24,,,http://localhost/pedulikasih/?p=156,0,post,,0
157,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama tahun 2002,Kegiatan Kita Peduli 2002,,publish,open,open,,Kegiatan Kita Peduli 2002,,,,,,,http://localhost/pedulikasih/?p=157,1,post,,1
158,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama tahun 2003,Kegiatan Kita Peduli 2003,,publish,open,open,,Kegiatan Kita Peduli 2003,,,,,,,http://localhost/pedulikasih/?p=158,2,post,,2
159,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama 2004,Kegiatan Kita Peduli 2004,,publish,open,open,,Kegiatan Kita Peduli 2004,,,,,,,http://localhost/pedulikasih/?p=159,3,post,,3
160,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama 2006,Kegiatan Kita Peduli 2006,,publish,open,open,,Kegiatan Kita Peduli 2006,,,,,,,http://localhost/pedulikasih/?p=160,4,post,,4
161,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama 2008,Kegiatan Kita Peduli 2008,,publish,open,open,,Kegiatan Kita Peduli 2008,,,,,,,http://localhost/pedulikasih/?p=161,5,post,,5
162,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama tahun 2009,Kegiatan Kita Peduli 2009,,publish,open,open,,Kegiatan Kita Peduli 2009,,,,,,,http://localhost/pedulikasih/?p=162,6,post,,6
163,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial selama tahun 2010,Kegiatan Kita Peduli 2010,,publish,open,open,,Kegiatan Kita Peduli 2010,,,,,,,http://localhost/pedulikasih/?p=163,7,post,,7
164,1,28-02-16 5:24,28-02-16 5:24,Bakti Sosial Kita Peduli Korban Banjir Jakarta.,Bakti Sosial Korban Banjir Jakarta,,publish,open,open,,Bakti Sosial Korban Banjir Jakarta,,,,,,,http://localhost/pedulikasih/?p=164,8,post,,8
165,1,28-02-16 5:24,28-02-16 5:24,Bakti Sosial Kita Peduli Penyerahan Bantuan Logistik: 5 Februari 2013,Bakti Sosial Penyerahan Bantuan Logistik,,publish,open,open,,Bakti Sosial Penyerahan Bantuan Logistik,,,,,,,http://localhost/pedulikasih/?p=165,9,post,,9
166,1,28-02-16 5:24,28-02-16 5:24,Bakti Sosial Kita Peduli Penyerahan Bantuan Logistik 9 Februari 2013,Bakti Sosial Penyerahan Bantuan Logistik,,publish,open,open,,Bakti Sosial Penyerahan Bantuan Logistik,,,,,,,http://localhost/pedulikasih/?p=166,10,post,,10
167,1,28-02-16 5:24,28-02-16 5:24,"Kita Peduli menyerahkan bantuan logistik untuk korban bencana longsor di Cililin, Bandung.",Bakti Sosial Penyerahan Bantuan Logistik Bencana Longsor Cililin,,publish,open,open,,Bakti Sosial Penyerahan Bantuan Logistik Bencana Longsor Cililin,,,,,,,http://localhost/pedulikasih/?p=167,11,post,,11
168,1,28-02-16 5:24,28-02-16 5:24,"Bakti Sosial di Pulau Palu'e, Nusa Tenggara Timur, untuk membantu para korban bencana letusan gunung Rokatenda.","Bakti Sosial di Pulau Palu'e, NTT",,publish,open,open,,"Bakti Sosial di Pulau Palu'e, NTT",,,,,,,http://localhost/pedulikasih/?p=168,12,post,,12
169,1,28-02-16 5:24,28-02-16 5:24,"Gempa Gempa berkekuatan 6,2 SR terjadi di Bener Meriah dan Aceh Tengah pada tanggal 2 Juli 2013.","Bakti Sosial Bencana Gempa di Bener Meriah dan Aceh Tengah, Nanggroe Aceh Darussalam",,publish,open,open,,"Bakti Sosial Bencana Gempa di Bener Meriah dan Aceh Tengah, Nanggroe Aceh Darussalam",,,,,,,http://localhost/pedulikasih/?p=169,13,post,,13
170,1,28-02-16 5:24,28-02-16 5:24,Bakti sosial untuk bencana banjir bandang akibat jebolnya bendungan Way Ela di Maluku dan banjir air bah di Ambon dilaksanakan tanggal 4 - 8 Agustus 2013. ,"Bakti Sosial Banjir Way Ela Maluku Tengah, Banjir Air Bah dan Longsor Di Ambon",,publish,open,open,,"Bakti Sosial Banjir Way Ela Maluku Tengah, Banjir Air Bah dan Longsor Di Ambon",,,,,,,http://localhost/pedulikasih/?p=170,14,post,,14
171,1,28-02-16 5:24,28-02-16 5:24,Kegiatan bakti sosial Kita Peduli kembali dilaksanakan di Pulau Palue dalam rangka membantu pengungsi letusan Gunung Rokatenda.,Bakti Sosial Penyaluran Obat-Obatan Bencana Rokatenda,,publish,open,open,,Bakti Sosial Penyaluran Obat-Obatan Bencana Rokatenda,,,,,,,http://localhost/pedulikasih/?p=171,15,post,,15
172,1,28-02-16 5:24,28-02-16 5:24,Gunung Sinabung meletus pada Selasa (17/9) pukul 12.30 WIB dengan ketinggian 3.000 meter. ,Bakti Sosial Penyaluran Bantuan Logistik Bencana G.Sinabung,,publish,open,open,,Bakti Sosial Penyaluran Bantuan Logistik Bencana G.Sinabung,,,,,,,http://localhost/pedulikasih/?p=172,16,post,,16
173,1,28-02-16 5:24,28-02-16 5:24,Bakti sosial Kita Peduli bencana G. Sinabung dilaksanakan pada tanggal 9-11 November 2013. Kegiatan baksos berupa pembagian logistik dan pengobatan umum dibeberapa posko utama penampungan.,"Bakti Sosial Pengobatan Umum Pengungsi G. Sinabung, Sumatera Utara",,publish,open,open,,"Bakti Sosial Pengobatan Umum Pengungsi G. Sinabung, Sumatera Utara",,,,,,,http://localhost/pedulikasih/?p=173,17,post,,17
174,1,28-02-16 5:24,28-02-16 5:24,"Melihat bencana Sinabung masih berkelanjutan, Kita Peduli Indosiar kembali mengadakan baksos di Kabupaten Karo, Sumatera Utara.","Bakti Sosial Logistik Pengungsi G. Sinabung, Karo, Sumatera Utara",,publish,open,open,,"Bakti Sosial Logistik Pengungsi G. Sinabung, Karo, Sumatera Utara",,,,,,,http://localhost/pedulikasih/?p=174,18,post,,18
175,1,28-02-16 5:24,28-02-16 5:24,Banjir Jakarta telah menyebabkan sebanyak 7.367 rumah (24.269 jiwa) terendam banjir. Pengungsi sebanyak 5.152 jiwa tersebar di 35 titik. Kita Peduli berusaha meringankan warga korban Banjir Jakarta dengan menyalurkan konsumsi dan obat-obatan.,Bakti Sosial Penyaluran Konsumsi Dan Obat-obatan Bencana Banjir Jakarta,,publish,open,open,,Bakti Sosial Penyaluran Konsumsi Dan Obat-obatan Bencana Banjir Jakarta,,,,,,,http://localhost/pedulikasih/?p=175,19,post,,19
176,1,28-02-16 5:24,28-02-16 5:24,Gunung Sinabung yang masih dalam status SIAGA IV sampai saat ini mengakibatkan ribuan pengungsi terus bertahan di pengungsian. Ribuan pengungsi di posko-posko membutuhkan bantuan logistik seperti makanan dan obat-obatan.,Bakti Sosial Penyaluran Logistik Pengungsi Bencana G. Sinabung Tahap IV,,publish,open,open,,Bakti Sosial Penyaluran Logistik Pengungsi Bencana G. Sinabung Tahap IV,,,,,,,http://localhost/pedulikasih/?p=176,20,post,,20
177,1,28-02-16 5:24,28-02-16 5:24,Banjir bandang dan longsor di Sulawesi Utara pada Rabu (15/1) menyebabkan 4000 Jiwa harus mengungsi ke tempat yang aman. Banjir bandang ini terjadi karena hujan ekstrem sehingga empat sungai besar di Kota Manado meluap dan menghanyutkan puluhan rumah dan kendaraan.,Bantuan Dana Untuk Korban Banjir Dan Longsor Sulawesi Utara,,publish,open,open,,Bantuan Dana Untuk Korban Banjir Dan Longsor Sulawesi Utara,,,,,,,http://localhost/pedulikasih/?p=177,21,post,,21
178,1,28-02-16 5:24,28-02-16 5:24,Curah hujan yang tinggi selama sepekan terakhir mengakibatkan sebanyak 30.784 jiwa terpaksa mengungsi. Untuk meringankan beban para korban banjir Kita Peduli Indosiar menyalurkan logistik dibeberapa titik pengungsian di Jakarta.,Penyaluran Logistik Banjir Jakarta Di Taman Ratu Dan Duri Kepa,,publish,open,open,,Penyaluran Logistik Banjir Jakarta Di Taman Ratu Dan Duri Kepa,,,,,,,http://localhost/pedulikasih/?p=178,22,post,,22
179,1,28-02-16 5:24,28-02-16 5:24,"Cuaca ekstrem yang sedang melanda Indonesia sejak awal desember mengakibatkan banjir di beberapa kota di Jawa Tengah, salah satunya Kutoarjo.","Bantuan Dana Untuk Banjir Kutoarjo Purworejo, Jawa Tengah",,publish,open,open,,"Bantuan Dana Untuk Banjir Kutoarjo Purworejo, Jawa Tengah",,,,,,,http://localhost/pedulikasih/?p=179,23,post,,23
180,1,28-02-16 5:24,28-02-16 5:24,"Kita Peduli Indosiar kembali menyalurkan bantuan dana sebesar 100 juta rupiah dan bantuan logistik untuk korban banjir & longsor di Sulawesi Utara. Sebelumnya, Kita Peduli telah menyalurkan bantuan Pemirsa sebesar 100 juta rupiah pada tanggal 16 Januari 2014.",Bantuan Dana Dan penyaluran Logistik Korban Banjir & Longsor Sulut Tahap II,,publish,open,open,,Bantuan Dana Dan penyaluran Logistik Korban Banjir & Longsor Sulut Tahap II,,,,,,,http://localhost/pedulikasih/?p=180,24,post,,24
181,1,28-02-16 5:24,28-02-16 5:24,"Bencana alam melanda Indonesia secara berturut-turut, mulai dari meletusnya Gunung Sinabung kemudian disusul dengan banjir bandang & longsor di Manado & wil. Sulawesi Utara dengan kerusakan parah. Dengan dana dari Pemirsa, Kita Peduli Indosiar kembali membantu korban bencana dengan bantuan logistik.",Pengiriman Logistik Bencana G. Sinabung Dan Banjir Manado,,publish,open,open,,Pengiriman Logistik Bencana G. Sinabung Dan Banjir Manado,,,,,,,http://localhost/pedulikasih/?p=181,25,post,,25
182,1,28-02-16 5:24,28-02-16 5:24,Bakti Sosial Pengobatan Umum Banjir Jakarta Wil. Kedoya Dan Kembangan,Pengobatan Umum Banjir Jakarta Wil. Kedoya Dan Kembangan,,publish,open,open,,Pengobatan Umum Banjir Jakarta Wil. Kedoya Dan Kembangan,,,,,,,http://localhost/pedulikasih/?p=182,26,post,,26
183,1,28-02-16 5:24,28-02-16 5:24,Curah hujan yang tinggi masih menjadi penyebab banjir di wilayah Jakarta dan sekitarnya. Kita Peduli Indosiar kembali mengadakan bakti sosial untuk membantu meringankan beban korban banjir di wilayah Jakarta.,Pengobatan Umum Banjir Jakarta Wil. Ciledug,,publish,open,open,,Pengobatan Umum Banjir Jakarta Wil. Ciledug,,,,,,,http://localhost/pedulikasih/?p=183,27,post,,27
184,1,28-02-16 5:24,28-02-16 5:24,"Bantuan logistik untuk korban banjir Jakarta masih terus disalurkan oleh Kita Peduli Indosiar. Kali ini logistik berupa 235 kardus mie instan diberikan untuk Posko Paroki Gregorius Agung Kotabumi, Tangerang",Penyaluran Logistik Banjir Jakarta Di Paroki Gregorius Kotabumi - Tangerang,,publish,open,open,,Penyaluran Logistik Banjir Jakarta Di Paroki Gregorius Kotabumi - Tangerang,,,,,,,http://localhost/pedulikasih/?p=184,28,post,,28
185,1,28-02-16 5:24,28-02-16 5:24,"Kita Peduli Indosiar mengirimkan 250 kardus mie instan dan 250 buah selimut untuk membantu korban banjir Jakarta di wilayah Grogol, Jakarta Barat.","Penyaluran Logistik Banjir Jakarta Di Gereja Kristoforus, Grogol",,publish,open,open,,"Penyaluran Logistik Banjir Jakarta Di Gereja Kristoforus, Grogol",,,,,,,http://localhost/pedulikasih/?p=185,29,post,,29
186,1,28-02-16 5:24,28-02-16 5:24,Penyaluran bantuan logistik untuk warga korban banjir Jakarta di wilayah Teluk Gong berlangsung pada tanggal 29 Januari 2014.,"Penyaluran Logistik Banjir Jakarta Di Teluk Gong, Jakarta",,publish,open,open,,"Penyaluran Logistik Banjir Jakarta Di Teluk Gong, Jakarta",,,,,,,http://localhost/pedulikasih/?p=186,30,post,,30
187,1,28-02-16 5:24,28-02-16 5:24,"Hari ini (27/01) Kita Peduli Indosiar menyalurkan bantuan logistik untuk korban banjir Jakarta di dua tempat yaitu, Ciledug Indah dan Taman Pinang.",Penyaluran Logistik Banjir Jakarta Di Ciledug Indah Dan Taman Pinang,,publish,open,open,,Penyaluran Logistik Banjir Jakarta Di Ciledug Indah Dan Taman Pinang,,,,,,,http://localhost/pedulikasih/?p=187,31,post,,31
188,1,28-02-16 5:24,28-02-16 5:24,Penyaluran logistik pemirsa INDOSIAR (175 kardus mie instan & 175 selimut) untuk Posko Banjir Jakarta Wilayah Tubagus Angke melalui Kita Peduli Indosiar.,Penyaluran Logistik Banjir Jakarta Di Jalan Tubagus Angke,,publish,open,open,,Penyaluran Logistik Banjir Jakarta Di Jalan Tubagus Angke,,,,,,,http://localhost/pedulikasih/?p=188,32,post,,32
